"","14","2","5","35","57","62","75","86","95","95","108","113","115","115","52","36"
"14",0.174944363754744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0.680028544826446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0.00767900435703186,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",0,0,0,0.00652049981241642,0,0,0,0,0,0,0,0,0,0,0,0
"57",0,0,0,0,0.096490078887097,0,0,0,0,0,0,0,0,0,0,0
"62",0,0,0,0,0,0.121258322694839,0,0,0,0,0,0,0,0,0,0
"75",0,0,0,0,0,0,0.234824647363211,0,0,0,0,0,0,0,0,0
"86",0,0,0,0,0,0,0,0.0355751815653451,0,0,0,0,0,0,0,0
"95",0,0,0,0,0,0,0,0,0.392604327672222,0.25415975513803,0,0,0,0,0,0
"95",0,0,0,0,0,0,0,0,0.25415975513803,0.658140286071981,0,0,0,0,0,0
"108",0,0,0,0,0,0,0,0,0,0,0.274654357463714,0,0,0,0,0
"113",0,0,0,0,0,0,0,0,0,0,0,0.0057921740430296,0,0,0,0
"115",0,0,0,0,0,0,0,0,0,0,0,0,0.0258849492347899,0,0,0
"115",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189530912052721,0,0
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351360496398362,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189885810652799
